,id,imdb_id,budget,popularity,original_language,release_date,vote_average,vote_count
245,13701,tt0110116,120,7.983666,en,1994-12-16,6.9,90.0
246,14819,tt0110006,0,9.546707000000001,en,1995-02-17,6.0,97.0
247,32631,tt0113360,0,2.756986,en,1995-02-24,6.0,25.0
248,11777,tt0110099,25000000,5.146351999999999,en,1994-12-24,5.9,112.0
249,628,tt0110148,60000000,11.970205,en,1994-11-11,7.2,1558.0
250,87729,tt0113463,14000000,1.596058,en,1995-03-31,5.2,10.0
251,18713,tt0110189,0,0.748846,en,1995-02-03,4.8,10.0
252,6280,tt0110216,60000000,6.710215,en,1994-11-22,4.7,381.0
253,9061,tt0113501,0,9.195256,en,1995-02-17,6.0,124.0
254,37108,tt0113538,0,5.874511,en,1995-08-11,4.3,40.0
255,6071,tt0113552,40000000,7.797511999999999,en,1995-04-21,5.7,83.0
256,11,tt0076759,11000000,42.149696999999996,en,1977-05-25,8.1,6778.0
257,9587,tt0110367,18000000,9.774994,en,1994-12-21,7.0,222.0
258,19101,tt0113670,17000000,7.731725,en,1995-05-10,7.4,207.0
259,49980,tt0110296,0,0.8450799999999999,en,1994-02-18,7.4,14.0
260,17961,tt0109731,10000000,1.9483150000000002,fr,1994-02-16,6.6,22.0
261,18183,tt0103994,2000000,4.126083,es,1992-04-16,6.6,70.0
262,4476,tt0110322,30000000,12.199047,en,1994-12-16,7.2,636.0
263,11008,tt0110443,0,9.253362,en,1995-03-24,6.1,164.0
264,47504,tt0110365,0,1.8612919999999997,en,1994-10-27,6.4,31.0
265,32325,tt0107566,0,1.788829,en,1994-06-08,5.7,9.0
266,43742,tt0110391,60000000,3.290192,en,1994-10-21,4.3,11.0
267,28313,tt0113691,17000000,7.698525999999999,en,1995-03-17,6.4,28.0
268,11318,tt0110428,0,4.81307,en,1994-12-28,6.7,67.0
269,3036,tt0109836,45000000,14.287753,en,1994-11-04,6.1,272.0
270,40490,tt0113755,0,2.558118,en,1995-03-03,5.1,40.0
271,24070,tt0110538,15000000,2.899608,en,1994-12-21,5.2,37.0
272,8986,tt0110516,0,3.770115,en,1994-08-31,5.6,49.0
273,10510,tt0110527,0,5.831622,en,1994-11-18,6.4,199.0
274,17402,tt0113808,6,1.1372659999999999,en,1995-01-27,5.6,7.0
275,38722,tt0113896,5500000,3.1212880000000003,en,1995-05-03,7.0,11.0
276,8438,tt0113870,0,9.518564,en,1995-01-20,6.9,140.0
277,11593,tt0110684,0,2.891269,en,1994-12-23,7.0,56.0
278,1945,tt0110638,31000000,5.930957,en,1994-12-23,6.1,128.0
279,39310,tt0113967,0,0.629955,en,1995-04-19,6.9,7.0
280,109560,tt0117169,0,0.004536999999999999,en,1993-08-14,0.0,0.0
281,56428,tt0106402,4800000,0.42695200000000005,en,1994-04-22,4.0,4.0
282,63105,tt0113948,0,1.466491,en,1995-09-26,4.6,10.0
283,131957,tt0110671,0,0.769522,en,1995-03-03,7.4,4.0
284,241,tt0110632,34000000,11.226856,en,1994-08-25,6.9,927.0
285,9058,tt0110737,0,4.936761,en,1994-09-17,6.4,92.0
286,527,tt0110729,0,4.025276,en,1994-09-02,7.6,106.0
287,18220,tt0114151,0,6.448039,en,1996-01-16,4.6,32.0
288,6950,tt0114069,50000000,13.676444,en,1995-03-10,6.4,522.0
289,101,tt0110413,16000000,20.477329,fr,1994-09-14,8.2,4293.0
290,63020,tt0114113,11000000,1.4335440000000002,en,1995-05-12,6.6,9.0
291,2307,tt0114210,0,0.46330699999999997,en,1995-04-28,7.0,2.0
292,680,tt0110912,8000000,140.95023600000002,en,1994-09-10,8.3,8670.0
293,41478,tt0114084,0,7.1601490000000005,en,1995-11-10,6.4,6.0
294,25296,tt0105652,400000,1.638622,zh,1992-02-01,6.1,9.0
295,40156,tt0110889,0,1.881932,en,1994-01-01,6.4,32.0
296,11450,tt0110932,0,7.772505000000001,en,1994-09-16,7.1,262.0
297,30304,tt0114129,0,1.296912,en,1995-05-05,7.4,5.0
298,10452,tt0110963,0,4.405405,fr,1994-05-13,7.0,67.0
299,12106,tt0114214,32000000,7.54701,en,1995-02-09,6.2,431.0
300,161495,tt0114296,22000000,3.395867,sv,1995-03-01,6.4,7.0
301,3586,tt0110907,15000000,6.2594330000000005,en,1994-12-23,5.3,33.0
302,110,tt0111495,0,7.832755000000001,fr,1994-05-27,7.8,246.0
303,108,tt0108394,0,8.843517,fr,1993-01-10,7.7,311.0
304,109,tt0111507,0,6.5898,fr,1994-01-26,7.3,218.0
305,159185,tt0110769,0,0.07825700000000001,zh,1994-10-14,7.0,2.0
306,36357,tt0114268,0,1.155255,en,1995-01-01,5.1,15.0
307,92769,tt0110965,0,0.499601,en,1995-10-03,4.7,3.0
308,28033,tt0114571,0,1.390885,en,1995-04-12,5.0,6.0
309,22586,tt0111333,35000000,8.910461999999999,en,1994-11-18,6.5,251.0
310,14334,tt0111112,0,1.7504810000000002,en,1994-01-01,6.1,15.0
311,2636,tt0111255,45000000,10.388183,en,1994-10-07,5.5,317.0
312,2164,tt0111282,55000000,13.328923999999999,en,1994-10-27,6.8,942.0
313,11395,tt0111070,22000000,9.665424,en,1994-11-10,6.3,501.0
314,278,tt0111161,25000000,51.645403,en,1994-09-23,8.5,8358.0
315,9905,tt0111149,0,8.223025999999999,en,1994-12-22,7.0,247.0
316,87078,tt0108260,0,1.298224,en,1993-09-14,6.0,7.0
317,12527,tt0106966,0,1.7771970000000001,es,1993-01-01,7.1,16.0
318,20306,tt0114594,0,5.869261,en,1994-09-10,6.7,104.0
319,36614,tt0111309,32,1.407427,en,1994-07-12,6.0,21.0
320,27993,tt0113936,0,5.05806,en,1995-09-08,5.7,23.0
321,31439,tt0110081,0,5.2606269999999995,zh,1994-06-30,7.7,62.0
322,9067,tt0114614,25000000,7.602086999999999,en,1995-03-31,5.5,140.0
323,9059,tt0114608,0,9.455342,en,1995-01-13,6.7,96.0
324,193,tt0111280,38000000,8.105708,en,1994-11-17,6.4,461.0
325,25066,tt0114609,6000000,2.86007,en,1995-05-24,5.4,33.0
326,46797,tt0111454,0,0.7042039999999999,en,1994-04-15,5.8,8.0
327,12122,tt0114852,0,6.529879,en,1995-04-28,5.6,165.0
328,11381,tt0114694,0,11.971318,en,1995-03-31,6.8,321.0
329,32636,tt0111590,0,7.039846000000001,en,1994-09-13,6.1,15.0
330,36141,tt0114788,6500000,2.059771,en,1995-04-28,5.6,15.0
331,95963,tt0114888,0,0.620873,en,1995-02-24,6.6,4.0
332,1587,tt0108550,11000000,10.3919,en,1993-12-17,7.5,943.0
333,9271,tt0114857,30000000,5.1883989999999995,en,1995-08-04,5.4,163.0
334,2064,tt0114924,17000000,15.783615,en,1995-04-21,6.5,340.0
335,19855,tt0111667,0,3.9085959999999997,en,1994-11-04,6.3,39.0
336,60855,tt0109655,0,0.372239,en,1994-09-07,5.5,2.0
337,236,tt0110598,3000000,5.254847,en,1994-09-29,6.9,104.0
338,48287,tt0112435,0,2.15805,en,1995-08-18,5.3,23.0
339,3049,tt0109040,15000000,11.247957000000001,en,1994-02-04,6.4,1684.0
340,2759,tt0109045,0,8.328596000000001,en,1994-05-31,7.2,174.0
341,12635,tt0106339,0,2.487951,en,1994-04-01,6.2,37.0
342,10497,tt0104779,5000000,11.298195,en,1992-09-02,7.0,115.0
343,11382,tt0109348,0,5.72288,en,1994-10-14,7.0,130.0
344,9331,tt0109444,62000000,7.5132449999999995,en,1994-08-03,6.4,390.0
345,10731,tt0109446,45000000,15.263829000000001,en,1994-07-20,6.4,287.0
346,10464,tt0109484,0,6.924689,en,1994-08-12,6.4,83.0
347,34152,tt0109504,0,2.5330220000000003,en,1994-05-13,6.7,31.0
348,9495,tt0109506,15000000,15.799335999999998,en,1994-05-11,7.3,980.0
349,29973,tt0109450,0,2.5833630000000003,en,1994-12-02,6.1,29.0
350,888,tt0109813,46000000,15.019585999999999,en,1994-05-26,5.0,559.0
351,13,tt0109830,55000000,48.307194,en,1994-07-06,8.2,8147.0
352,712,tt0109831,6000000,8.990345,en,1994-03-09,6.6,654.0
353,16295,tt0113305,0,7.817811,en,1995-01-11,6.4,49.0
354,48992,tt0110091,0,0.28929499999999997,en,1994-10-14,6.3,4.0
355,10879,tt0110093,45000000,3.570874,en,1994-06-29,5.3,41.0
356,10660,tt0110167,0,11.272072999999999,en,1994-07-29,6.1,154.0
357,10714,tt0110213,0,10.714235,en,1994-12-23,5.9,107.0
358,41647,tt0107472,0,0.5688840000000001,en,1993-09-11,7.3,5.0
359,8587,tt0110357,45000000,21.605760999999998,en,1994-06-23,8.0,5520.0
360,1689,tt0107426,35000000,5.681522,en,1993-12-01,6.0,76.0
361,11596,tt0111686,14000000,9.860522,en,1994-10-13,6.4,297.0
362,854,tt0110475,23000000,14.134879999999999,en,1994-07-29,6.6,2550.0
363,9359,tt0110478,0,15.050326,en,1994-05-20,6.6,490.0
364,23333,tt0110588,0,4.739054,en,1994-09-07,6.3,20.0
365,36593,tt0110622,30000000,10.587232,en,1994-03-18,6.4,535.0
366,12280,tt0110771,6000000,4.006063,en,1994-03-18,6.1,40.0
367,2788,tt0110950,11500000,6.5145919999999995,en,1994-02-18,6.5,180.0
368,10427,tt0105226,8000000,5.137903,en,1993-07-08,6.4,71.0
369,11011,tt0110989,40000000,6.595255,en,1994-12-19,5.4,426.0
370,49803,tt0111054,0,4.931565,en,1994-12-01,4.9,7.0
371,8987,tt0110997,45000000,10.511241,en,1994-09-30,6.1,214.0
372,1637,tt0111257,30000000,10.859292,en,1994-06-09,6.8,1814.0
373,15128,tt0111256,0,2.3342259999999997,en,1994-12-16,5.5,24.0
374,8831,tt0111438,27000000,8.907074,en,1994-09-15,5.5,288.0
375,36955,tt0111503,115000000,11.396099000000001,en,1994-07-14,6.8,1138.0
